index,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,comment_box,verify_relationship,verify_relationship:confidence,orig__golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id,verify_relationship_gold,verify_relationship_gold_reason
65,770955437,TRUE,golden,10,,"








",yes_direct,0.8918,TRUE,D008790,metoprolol,D006327,heart block,A seventy-eight-year-old woman presented with complete heart block and refractory hypotension two days after a therapeutic dose of sustained-release verapamil with concomitant use of metoprolol.,762850,7785794,7785794_D008790_D006327,7785794_1,bcv_easy_2230_sent_dev_set_762850,yes_direct,The woman developed a heart block after taking two chemicals together (verapamil and metoprolol).
66,770955438,TRUE,golden,9,,"







",yes_direct,1,TRUE,D004317,doxorubicin,D006333,cardiac failure,One of the patients developed cardiac failure after 30 mg m-2 MMC and only 150 mg m-2 doxorubicin.,762850,3137399,3137399_D004317_D006333,3137399_7,bcv_easy_2589_sent_dev_set_762850,yes_direct,
67,770955439,TRUE,golden,10,,"








",no_relation,0.902,TRUE,D018818,fenoldopam,D009369,tumor,"Arteritis induced in rats by vasodilators, fenoldopam and theophylline, was examined immunohistochemically for expressions of inducible type of nitric oxide synthase (iNOS), basic fibroblast growth factor (bFGF) and tumor growth factor-beta1 (TGF-beta1).",762850,12180796,12180796_D018818_D009369,12180796_1,bcv_easy_1109_sent_dev_set_762850,no_relation,"Some rats which had been given fenoldopam were examined for a kind of protein (""tumor growth factor-beta1""). Here the word ""tumor"" is not being used to refer to the disease, but is rather part of the name of a protein (""tumor growth factor-beta1"")."
68,770955440,TRUE,golden,12,,"










",yes_direct,0.5113,TRUE,D005047,etoposide,D066126,cardiac toxicity,"PURPOSE: The anthracyclines daunorubicin and doxorubicin and the epipodophyllotoxin etoposide are potent DNA cleavage-enhancing drugs that are widely used in clinical oncology; however, myelosuppression and cardiac toxicity limit their use.",762850,15897593,15897593_D005047_D066126,15897593_1,bcv_easy_2774_sent_dev_set_762850,yes_direct,
69,770955441,TRUE,golden,13,,"











",yes_direct,0.9282,TRUE,D008874,midazolam,D006606,hiccups,"Corticosteroids (dexamethasone and methylprednisolone), benzodiazepines (midazolam) and general anaesthesia have been the specific agents mentioned most frequently in the literature as being associated with the development of hiccups.",762850,15985056,15985056_D008874_D006606,15985056_7,bcv_easy_554_sent_dev_set_762850,yes_direct,"""Benzodiazepines"" are a category of chemicals. Midazolam is mentioned as a specific example of a ""benzodiazepine"" that is known to cause hiccups."
70,770955442,TRUE,golden,9,,"







",yes_direct,1,TRUE,D008775,methylprednisolone,D006323,asystole,"We report a case of hypotension, bradycardia, and asystole after intravenous administration of high-dose methylprednisolone in a 73-year-old patient who underwent electrocardiographic (ECG) monitoring throughout the episode.",762850,10074612,10074612_D008775_D006323,10074612_1,bcv_easy_1727_sent_dev_set_762850,yes_direct,Methylprednisolone caused three different diseases in this patient.
71,770955443,TRUE,golden,11,,"









",no_relation,0.8172,TRUE,D005045,etomidate,D009207,myoclonus,Remifentanil pretreatment reduces myoclonus after etomidate.,762850,16563323,16563323_D005045_D009207,16563323_0,bcv_easy_523_sent_dev_set_762850,yes_direct,Remifentanil makes myoclonus caused by etomidate better.
72,770955444,TRUE,golden,13,,"











",yes_direct,1,TRUE,C045645,CLZ,D006261,headache,"Seven out of 12 subjects experienced headache of a short duration accompanying facial flush in one and nausea in one, especially after ingestion of CLZ.",762850,7596955,7596955_C045645_D006261,7596955_6,bcv_easy_202_sent_dev_set_762850,yes_direct,Eating CLZ caused headaches in 7 of 12 patients.
73,770955445,TRUE,golden,8,,"






",yes_direct,1,TRUE,C037663,ropivacaine,D012640,seizures,The cumulative doses of levobupivacaine and ropivacaine that produced seizures were similar and were larger than those of bupivacaine.,762850,11524350,11524350_C037663_D012640,11524350_9,bcv_easy_1454_sent_dev_set_762850,yes_direct,
74,770955446,TRUE,golden,13,,"











",no_relation,1,TRUE,D013739,testosterone,D006966,hyperprolactinemia,Serum testosterone concentration increased with pubertal status but was not affected by hyperprolactinemia.,762850,20331935,20331935_D013739_D006966,20331935_7,bcv_easy_1924_sent_dev_set_762850,no_relation,
75,770955447,TRUE,golden,15,,"













",no_relation,0.9384,TRUE,D002794,choline,D000544,AD/Alzheimer's disease,"The choline acetyltransferase (ChAT) activator, which enhances cholinergic transmission via an augmentation of the enzymatic production of acetylcholine (ACh), is an important factor in the treatment of Alzheimer's disease (AD).",762850,16428827,16428827_D002794_D000544,16428827_1,bcv_easy_539_sent_dev_set_762850,no_relation,"The ""choline acetyltransferase activator"" (a protein) and not ""choline"" itself is important to treating Alzheimer's disease."
76,770955448,TRUE,golden,2,,"
",yes_direct,1,TRUE,D004967,oestrogen,D005705,gallbladder disease,"Long-term oestrogen-only HT significantly increased the risk of venous thrombo-embolism, stroke and gallbladder disease (after one to two years, three years and seven years' use respectively), but did not significantly increase the risk of breast cancer.",762850,19370593,19370593_D004967_D005705,19370593_11,bcv_easy_175_sent_dev_set_762850,yes_direct,Oestrogen increased the risk of gallbladder disease.
77,770955449,TRUE,golden,6,,"




",yes_direct,0.8284,TRUE,D002738,chloroquine,D015354,deterioration of vision,"A 27-year old African woman with history of regular chloroquine ingestion presented with progressive deterioration of vision, easy fatiguability, dyspnoea, dizziness progressing to syncopal attacks.",762850,1628552,1628552_D002738_D015354,1628552_1,bcv_easy_1438_sent_dev_set_762850,yes_direct,
78,770955450,TRUE,golden,12,,"










",no_relation,1,TRUE,D013629,tamoxifen,D001943,breast cancer,"INTERPRETATION: Although this preliminary analysis has low power, in this cohort of women at low-to-normal risk of breast cancer, the postulated protective effects of tamoxifen are not yet apparent.",762850,9672273,9672273_D013629_D001943,9672273_15,bcv_easy_595_sent_dev_set_762850,no_relation,Tamoxifen's protective (beneficial) effects on breast cancer are not yet clear according to this sentence.
79,770955451,TRUE,golden,21,,"



















",no_relation,1,TRUE,D011188,potassium,D007008,hypokalemia,In conclusion we found that thiazide diuretics cause hypokalemia and depletion of body potassium.,762850,6942642,6942642_D011188_D007008,6942642_11,bcv_easy_998_sent_dev_set_762850,no_relation,"Hypokalemia is caused by ""thiazide diuretics""."
80,770955452,FALSE,golden,1,,,yes_direct,1,TRUE,D010830,eserine,D015878,mydriasis,"The effect of calcium chloride injected into the cerebral ventricles of group-housed unanaesthetized cats upon vocalization (rage, hissing and snarling), fighting (attack with paws and claws, defense with paws and claws and biting), mydriasis, tremor and clonic-tonic convulsions produced by carbachol and eserine injected similarly was investigated.",762850,6892185,6892185_D010830_D015878,6892185_1,bcv_easy_1540_sent_dev_set_762850,no_relation,
81,770955453,TRUE,golden,13,,"











",no_relation,1,TRUE,D012293,rifampin,D014376,tuberculosis,Light chain proteinuria and cellular mediated immunity in rifampin treated patients with tuberculosis.,762850,804391,804391_D012293_D014376,804391_0,bcv_easy_3185_sent_dev_set_762850,no_relation,"Rifampin was given to patients with tuberculosis, but the sentence does not say rifampin caused their tuberculosis."
82,770955454,TRUE,golden,9,,"







",no_relation,1,TRUE,D006024,glycopyrronium,D001919,bradycardias,"Use of glycopyrronium 5 micrograms kg-1 provided greater cardiovascular stability and, given 1 min before the edrophonium, was sufficient to minimize early, edrophonium-induced bradycardias.",762850,2917114,2917114_D006024_D001919,2917114_4,bcv_easy_39_sent_dev_set_762850,no_relation,Glycopyrronium had a beneficial effect on bradycardias.
83,770955455,TRUE,golden,16,,"














",no_relation,1,TRUE,D002998,clonazepam,D009207,myoclonic jerks,"Of the benzodiazepines, clonazepam (0.1-0.3 mg/kg) was found to be several fold more potent than diazepam (0.3-3 mg/kg) in blocking the myoclonic jerks.",762850,6118280,6118280_D002998_D009207,6118280_6,bcv_easy_1583_sent_dev_set_762850,no_relation,Clonazepam blocked myoclonic jerks.
84,770955456,TRUE,golden,11,,"









",yes_direct,0.554,TRUE,D004317,doxorubicin,D009202,cardiomyopathy,Dose-effect and structure-function relationships in doxorubicin cardiomyopathy.,762850,7282516,7282516_D004317_D009202,7282516_0,bcv_easy_705_sent_dev_set_762850,yes_direct,"The ""dose-effect"" and ""structure-function relationships"" refer to that between doxorubicin and cardiomyopathy. Therefore we can conclude that different doses of doxorubicin have different effects on cardiomyopathy, and that therefore doxorubicin causes cardiomyopathy."
85,770955457,TRUE,golden,11,,"









",yes_direct,0.8184,TRUE,D003024,clozapine,D013981,tic-like symptoms,"However, there are two case reports that show tic-like symptoms, including motor and phonic variants, occurring during treatment with quetiapine or clozapine.",762850,16225977,16225977_D003024_D013981,16225977_2,bcv_easy_2976_sent_dev_set_762850,yes_direct,Two reports showed that tic-like symptoms arose during clozapine treatment.
86,770955458,TRUE,golden,9,,"







",no_relation,1,TRUE,C059896,SC-48334,D007153,immunodeficiency,The mean SC-48334 steady-state trough level (4.04 +/- 0.99 micrograms/ml) was below the in vitro inhibitory concentration for human immunodeficiency virus (HIV).,762850,7905523,7905523_C059896_D007153,7905523_5,bcv_easy_2126_sent_dev_set_762850,no_relation,"SC-48334 concentration was not high enough to inhibit ""human immunodeficiency virus"". Immunodeficiency is not discussed as a disease here. It is part of ""human immunodeficiency virus""."
87,770955459,TRUE,golden,8,,"






",yes_direct,0.8908,TRUE,D010389,pemoline,D062787,overdose,The possibility of choreoathetoid movements should be considered in patients presenting after pemoline overdose.,762850,9022662,9022662_D010389_D062787,9022662_13,bcv_easy_330_sent_dev_set_762850,yes_direct,
88,770955460,TRUE,golden,10,,"








",yes_direct,1,TRUE,C033457,Quinidine phenylethylbarbiturate,D056486,hepatitis,Quinidine phenylethylbarbiturate-induced fulminant hepatitis in a pregnant woman. A case report.,762850,3411101,3411101_C033457_D056486,3411101_0,bcv_easy_2695_sent_dev_set_762850,yes_direct,Induced means caused.
89,770955461,TRUE,golden,5,,"



",no_relation,0.8179,TRUE,D000255,ATP,D009765,obese,"In conclusion, HFD-induced obese rats are highly sensitized to doxorubicin-induced cardiotoxicity by substantially downregulating cardiac mitochondrial ATP generation, increasing oxidative stress and downregulating the JAK/STAT3 pathway.",762850,18674790,18674790_D000255_D009765,18674790_9,bcv_easy_491_sent_dev_set_762850,no_relation,
90,770955462,TRUE,golden,9,,"







",yes_direct,0.897,TRUE,D017374,paroxetine,D009459,neuroleptic malignant syndrome,Possible neuroleptic malignant syndrome related to concomitant treatment with paroxetine and alprazolam.,762850,16720068,16720068_D017374_D009459,16720068_0,bcv_easy_276_sent_dev_set_762850,yes_direct,The sentence says that treatment with paroxetine and alprazolam possibly causes neuroleptic malignant syndrome.
91,770955463,TRUE,golden,7,,"





",no_relation,0.7103,TRUE,D003520,Cyclophosphamide,D059265,visceral pain,Cyclophosphamide-induced cystitis in freely-moving conscious rats: behavioral approach to a new model of visceral pain.,762850,10840460,10840460_D003520_D059265,10840460_0,bcv_easy_2866_sent_dev_set_762850,no_relation,
92,770955464,TRUE,golden,11,,"









",no_relation,0.8362,TRUE,D005680,gamma-aminobutyric acid/GABA,D007022,hypotension,"High doses of isoniazid increase hypotension induced by vasodilators and change the accompanying reflex tachycardia to bradycardia, an interaction attributed to decreased synthesis of brain gamma-aminobutyric acid (GABA).",762850,9915601,9915601_D005680_D007022,9915601_1,bcv_easy_1197_sent_dev_set_762850,no_relation,"Hypotension is caused by ""vasodilators"" (chemicals that make blood vessels wider) and made worse by the chemical ""isoniazid""."
93,770955465,TRUE,golden,12,,"










",yes_direct,0.7582,TRUE,D000319,beta-adrenergic blocking drugs,D001919,bradycardia,"Three patients with ischaemic heart disease developed profound cardiac failure, hypotension and bradycardia during combined therapy with verapamil and beta-adrenergic blocking drugs.",762850,6127992,6127992_D000319_D001919,6127992_1,bcv_easy_851_sent_dev_set_762850,yes_direct,
94,770955466,TRUE,golden,10,,"








",no_relation,1,TRUE,D010068,oxacillin,D013203|D016470,Staphylococcus aureus bacteremia,"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet.",762850,11337188,11337188_D010068_D013203|D016470,11337188_1,bcv_easy_2749_sent_dev_set_762850,no_relation,Oxacillin was used to treat staphylococcus aureus bacteremia.
95,770955467,TRUE,golden,13,,"








Gold thiosulphate though, not just gold... but right still


",yes_direct,0.6089,TRUE,D006046,gold,D003872,dermatitis,"A strong association has been found between nephritis and dermatitis due to Tiopronin (a D-Penicillamine like compound) and class I antigens B35-Cw4, and between dermatitis due to gold thiosulphate and B35.",762850,3084782,3084782_D006046_D003872,3084782_2,bcv_easy_3040_sent_dev_set_762850,no_relation,"""Gold"" is part of ""gold thiosulphate"", which is a very different chemical than ""gold""! Dermatitis is caused by ""gold thiosulphate"", not ""gold""."
